GENE	Liver_Normal.Tissue: GSM176332	Liver_Normal.Tissue: GSM176333	Liver_Normal.Tissue: GSM176334	Liver_Normal.Tissue: GSM176335	Liver_Normal.Tissue: GSM279063	Liver_Normal.Tissue: GSM279064	Liver_Normal.Tissue: GSM279065
VBP1	307.75	318.40	373.79	382.52	501.78	495.04	627.73
VCAM1	158.23	87.61	247.16	128.45	332.11	259.92	261.04
VCL	63.24	55.62	53.04	68.77	112.51	128.14	123.96
VCP	1393.79	940.18	1383.69	1107.35	1053.23	1151.58	1200.57
VDAC3	1716.32	1451.27	2016.73	1994.48	1883.11	1833.65	1662.80
ZNHIT2	35.68	33.25	28.27	31.57	32.52	30.29	31.84
VDR	82.21	71.32	71.69	67.92	66.54	61.28	56.25
VEGFA	666.75	699.66	664.67	634.29	848.11	1001.40	893.73
VEGFB	53.37	128.14	50.50	57.86	65.48	82.28	59.74
VEGFC	75.69	83.36	75.76	69.93	93.92	115.82	138.35
VGF	70.40	56.85	66.81	55.50	41.37	51.28	49.96
VIL1	27.74	140.49	48.07	32.95	235.19	216.95	237.91
EZR	187.05	162.82	185.66	230.70	119.63	115.22	121.62
VIM	1683.33	1708.36	1419.93	1406.80	1168.38	1300.91	1413.35
VIP	13.98	15.10	15.05	15.77	17.45	12.86	13.77
VIPR1	784.32	570.07	388.86	405.17	855.31	738.42	1018.76
VIPR2	43.07	59.18	48.61	45.55	51.54	47.49	55.89
VLDLR	37.70	22.87	36.88	31.81	24.34	23.60	27.39
BEST1	108.38	102.14	80.50	93.54	50.60	57.97	53.84
VPREB1	14.15	16.28	17.05	15.56	13.04	14.60	13.81
TRPV1	256.12	327.58	429.85	227.51	428.28	430.57	431.88
VRK1	35.48	37.06	45.60	41.79	31.99	33.32	27.42
VRK2	146.40	122.77	235.75	167.54	173.98	164.70	145.03
VSNL1	88.96	116.50	128.64	91.55	96.87	113.96	96.42
VTN	6943.75	6430.43	7216.08	7915.69	4897.74	5124.16	5030.55
MPPED2	16.73	18.37	19.96	19.36	17.89	16.08	18.18
VWF	63.72	60.56	59.48	43.41	78.17	83.92	91.45
WARS	439.49	292.02	382.65	411.54	313.52	289.12	290.16
WAS	279.96	173.16	220.98	212.23	131.18	131.43	115.44
ZAN	60.70	55.00	55.31	65.14	56.22	49.09	77.00
WIPF1	84.53	42.32	67.18	52.75	69.75	63.11	48.56
MYRF	47.59	51.29	53.25	48.84	44.85	41.69	39.65
CLIP2	35.64	52.27	54.10	41.52	37.60	31.92	42.75
LAT2	103.72	74.64	72.99	96.05	164.10	135.98	151.44
CORO2A	42.27	39.97	33.80	52.71	47.39	46.16	48.15
WEE1	59.40	97.09	83.60	56.72	131.21	143.78	124.54
WFS1	181.52	149.62	150.10	206.86	210.08	223.73	222.63
WHSC1	54.02	58.02	60.07	51.72	57.16	49.71	54.74
NELFA	175.02	180.22	160.10	178.02	232.45	203.84	214.47
TMEM258	2378.61	1797.78	1840.52	2342.12	1504.74	1405.43	1633.90
WNT1	24.34	25.55	24.25	20.25	22.63	24.08	29.54
WNT2	120.79	104.05	124.72	120.67	50.05	48.85	47.28
WNT3	94.04	105.49	161.36	129.13	105.66	93.73	115.35
WNT5A	36.69	84.87	84.62	38.18	40.36	32.72	32.36
WNT6	49.39	41.12	36.49	30.88	38.84	31.55	51.56
WNT7A	68.05	81.58	69.51	65.80	53.25	29.07	42.71
WNT7B	51.55	47.08	54.96	53.83	43.67	85.76	89.14
WNT8A	21.41	17.41	22.82	25.58	20.18	20.29	24.32
WNT8B	161.62	162.30	106.42	76.57	57.65	68.13	66.38
DAGLA	123.96	99.16	86.35	84.88	71.52	70.24	68.53
WNT10B	216.66	244.18	233.05	166.24	124.52	120.30	135.31
WNT11	128.33	70.62	72.16	207.43	73.44	65.91	89.42
WNT2B	23.58	22.32	22.14	23.04	23.69	26.46	27.42
WNT9A	30.98	28.60	31.99	35.90	29.18	27.72	29.20
WNT9B	43.38	40.03	39.05	44.31	38.76	37.52	37.08
WRB	211.00	349.51	529.54	452.67	313.23	307.30	321.55
WRN	55.07	60.32	72.57	44.29	96.05	80.76	78.53
WT1	29.75	25.38	25.84	22.38	24.53	27.18	21.13
XBP1	2952.25	2403.63	1922.94	3143.16	3174.91	2905.36	3044.52
XDH	545.68	722.22	962.81	819.05	1201.48	1177.41	1247.57
XG	24.58	24.42	31.63	20.90	24.50	19.19	21.26
XIST	25.59	24.12	1524.58	66.87	19.93	20.53	20.29
XK	16.84	18.09	19.74	17.55	16.54	15.33	18.56
XPA	196.49	192.79	176.57	226.80	263.93	242.83	227.92
XPC	646.99	836.37	608.92	531.56	542.28	631.00	698.69
GAS8-AS1	37.87	39.26	37.59	40.25	44.18	38.63	34.73
METTL12	53.21	58.64	49.06	75.23	51.88	49.30	51.85
XPNPEP1	279.42	213.49	237.91	216.66	299.81	288.29	302.71
XPNPEP2	48.05	89.32	52.15	519.00	198.64	214.42	186.55
XPO1	1032.62	1077.74	1481.15	1342.12	1732.33	1883.11	1791.06
XRCC1	117.84	176.53	255.43	168.13	162.77	170.12	188.22
XRCC2	767.75	571.46	531.56	692.80	469.02	475.66	440.99
XRCC3	51.26	53.10	60.17	62.10	49.14	48.96	39.73
XRCC4	28.67	25.42	29.61	29.59	33.20	30.95	29.64
CEMP1	97.03	61.91	137.60	124.84	28.68	36.33	37.19
XRCC5	666.15	1575.51	846.64	874.61	712.48	712.82	722.22
YES1	339.65	679.72	644.44	547.38	460.07	515.35	472.80
YY1	2063.25	2071.99	1793.30	1668.46	2334.02	2287.41	2211.03
YWHAB	994.21	956.68	1163.86	1181.09	1110.58	1102.60	1090.82
FMNL1	280.66	327.97	262.72	254.83	145.13	124.04	153.59
YWHAE	1948.71	2016.73	2197.12	2051.41	722.22	736.63	648.16
YWHAG	1983.46	1738.47	1946.14	2127.73	3029.79	3066.55	2768.52
YWHAH	155.90	124.84	324.64	263.14	278.05	285.35	254.69
YWHAZ	870.08	569.83	684.50	1021.52	778.96	916.32	790.54
ZAP70	108.46	78.36	70.74	46.75	52.28	65.13	60.95
SF1	1451.27	1005.29	1140.38	981.40	628.82	659.26	562.61
ZFP36	1710.38	1101.00	2739.51	3008.23	1254.85	1224.52	1299.73
ZFP37	27.88	30.71	27.76	39.40	49.59	45.88	41.64
LDLRAD4	57.13	70.17	88.25	58.93	77.83	97.01	119.43
ZBTB14	55.74	63.14	46.35	53.45	68.76	55.15	60.91
ZFPL1	71.25	55.89	56.25	69.90	43.19	47.05	55.04
ZFX	39.06	36.76	42.17	44.41	39.91	47.19	42.14
ZFY	16.99	15.79	14.76	15.62	16.04	16.95	16.90
ZIC1	17.72	20.20	18.58	15.74	20.83	25.66	16.93
ZIC2	15.06	15.71	17.35	17.09	13.22	18.91	16.12
ZIC3	29.67	26.96	29.14	33.73	17.17	18.61	20.45
ZNF2	74.74	116.94	83.27	120.24	87.46	98.13	82.91
PTTG1IP	1863.89	1759.20	2465.22	2530.14	1795.54	2207.50	2105.72
ZNF3	44.15	43.53	42.23	49.75	38.73	41.98	37.50
ZNF711	16.86	17.72	19.10	15.94	13.29	13.03	14.02
ZNF7	45.78	76.46	53.23	91.16	167.30	163.69	151.33
ZNF8	191.63	120.48	145.88	109.77	162.90	166.93	155.22
CNBP	1549.62	2314.36	2078.03	1883.11	2346.02	2433.81	2420.85
ZNF10	61.70	52.93	44.61	53.35	63.08	66.72	59.55
ZNF12	306.79	303.30	274.96	280.28	363.80	369.44	349.61
C21orf2	234.64	293.48	163.77	184.00	113.93	128.39	144.23
ZNF14	67.85	71.37	60.43	35.48	62.20	64.61	48.18
ZNF708	36.32	34.72	44.01	47.11	28.96	33.00	39.39
ZNF16	144.33	177.10	139.11	138.28	102.03	101.42	96.81
ZNF18	227.10	258.03	211.81	177.58	296.87	326.54	325.95
ZNF19	26.98	30.13	28.96	32.35	30.74	34.20	33.09
ZNF20	72.16	82.42	100.91	95.29	74.95	76.10	68.96
ZNF182	89.42	99.65	85.97	65.95	68.08	62.52	66.13
ZNF22	417.52	580.12	771.33	468.86	660.45	624.22	605.59
ZNF23	41.03	66.64	74.68	63.18	151.95	119.01	131.33
ZNF24	238.23	299.98	284.72	217.67	185.34	136.70	140.86
ZNF26	64.17	50.28	50.42	53.29	77.18	82.76	82.60
ZSCAN20	29.99	31.94	30.09	33.79	38.18	33.90	30.78
TMEM50B	269.75	189.16	251.39	277.22	380.01	343.20	365.37
ZNF32	240.17	285.27	204.56	220.86	282.38	292.26	277.30
ZNF33A	142.84	289.44	150.06	94.55	230.48	175.28	196.15
ZNF33B	27.86	45.12	48.96	30.10	53.23	48.63	50.76
ZNF35	62.17	79.28	107.38	62.49	55.55	41.31	46.49
ZKSCAN1	888.98	1835.94	1434.77	1269.46	1360.10	1331.65	1455.50
ZNF37A	49.51	41.23	45.66	47.18	74.99	73.84	50.27
ZSCAN21	236.73	344.94	338.94	350.77	360.91	363.67	404.78
MPPED1	150.53	332.41	302.29	270.41	91.43	148.87	129.47
ZNF41	16.95	20.41	19.36	18.70	19.08	19.86	19.43
MZF1	376.00	330.27	366.38	284.09	503.62	548.22	546.55
ZNF43	48.10	47.75	49.80	42.80	35.88	36.45	35.18
ZNF45	34.51	33.46	25.35	27.95	39.03	47.50	41.16
ZBTB25	69.52	46.52	65.99	46.93	52.54	50.20	42.93
CA1	191.97	137.89	216.45	260.75	248.00	263.49	278.67
CA2	862.15	2447.17	1097.04	1404.17	1487.01	1349.30	1465.42
CA3	12.56	13.37	17.88	13.39	18.42	19.79	16.48
ZNF70	102.73	85.58	120.05	87.37	134.57	104.94	117.48
ZNF74	57.64	72.50	71.95	68.82	59.02	73.19	74.74
ZNF75D	37.53	36.34	40.66	30.52	67.51	66.29	54.39
ZNF75A	41.94	51.43	41.18	49.79	67.91	69.09	68.72
ZNF76	469.51	461.86	399.37	441.72	246.70	273.84	277.76
CA4	60.27	47.85	53.70	60.43	48.44	42.08	42.24
ZNF79	72.76	59.20	58.88	55.67	56.10	54.53	61.50
ZNF80	14.02	12.44	11.20	12.09	15.25	13.63	14.52
ZNF84	83.12	88.14	117.26	101.86	162.10	198.43	191.45
ZNF221	44.89	44.00	55.53	47.79	45.91	42.44	44.91
ZNF85	61.73	63.50	83.51	53.95	41.98	38.99	40.31
CA5A	553.60	414.26	404.00	520.59	423.35	442.18	442.03
ZNF90	12.14	13.03	12.11	11.79	11.29	12.18	13.21
ZNF91	100.40	88.94	101.02	83.03	167.25	159.43	148.48
CA6	75.17	63.55	71.49	66.61	32.89	34.65	25.86
CA7	217.73	154.29	144.33	136.57	113.59	118.68	107.23
ZNF222	53.52	51.93	39.67	55.31	44.73	56.96	45.76
SNORD114-3	37.00	27.19	38.51	46.06	27.07	29.62	28.17
ZNF124	41.61	35.81	35.70	41.66	63.79	62.01	68.80
CA8	96.14	64.45	88.88	147.90	46.60	51.38	61.70
HAR1A	19.47	19.41	20.20	22.80	20.80	21.55	21.18
MKRN3	42.84	47.01	42.54	58.10	41.95	36.28	36.78
RELL1	93.54	81.53	61.91	67.77	83.89	72.25	80.27
PSAPL1	110.25	114.76	141.30	168.08	108.53	95.59	89.08
CA9	146.01	190.59	123.73	174.20	129.16	120.05	131.40
ZNF131	271.16	231.92	228.22	342.79	349.61	380.59	331.83
ZNF132	18.34	22.12	23.85	23.69	19.35	23.21	20.19
ZNF133	163.40	133.86	142.19	123.75	192.93	166.03	200.74
ZNF134	72.09	62.00	47.96	48.13	63.80	53.91	58.00
ZNF135	20.81	32.99	26.65	21.70	40.30	48.57	45.92
ZNF136	131.86	157.93	107.60	125.67	241.99	276.76	220.36
ZNF137P	26.63	31.73	23.72	32.27	34.03	30.76	34.24
ZNF138	23.85	29.89	35.21	32.06	23.00	18.39	20.01
ZNF140	150.50	154.07	66.87	92.89	199.08	134.44	166.03
ZNF141	23.18	24.37	16.18	18.76	17.53	17.38	18.84
ZNF142	91.84	77.68	81.76	85.47	119.77	116.91	106.52
ZNF143	103.69	106.74	111.52	82.42	226.22	201.45	217.01
PCGF2	118.37	137.06	95.10	118.32	84.70	77.58	79.21
ZBTB16	747.74	389.83	427.59	613.58	569.60	619.90	657.16
ZNF146	168.37	227.10	284.88	219.06	203.18	171.64	183.33
TRIM25	368.75	273.16	418.21	306.00	415.76	404.53	444.12
ZNF148	200.78	225.52	196.15	155.72	308.00	275.27	270.20
ZBTB17	129.07	100.66	138.22	113.09	107.85	112.51	120.87
CA11	80.36	74.39	73.46	72.56	44.98	51.51	48.58
ZNF154	27.22	23.53	23.90	26.38	26.55	34.73	25.04
ZNF155	28.14	30.53	29.06	26.99	26.24	22.86	25.78
VEZF1	273.46	373.10	240.42	233.18	410.35	432.60	392.32
ZNF165	23.59	16.59	17.25	22.50	21.26	19.33	23.21
CA12	66.94	73.27	67.68	54.33	61.92	61.45	49.32
TRIM26	337.72	408.90	409.81	373.10	337.33	296.54	281.99
ZNF174	36.42	37.69	38.18	38.91	59.54	55.64	48.86
ZNF175	179.12	198.64	199.78	209.02	389.96	365.47	358.29
ZNF177	27.00	31.31	27.09	28.22	26.06	33.79	27.67
RNF112	63.70	50.30	52.61	49.21	44.48	37.83	41.74
ZNF180	32.60	41.10	27.74	19.53	56.24	46.32	48.73
RNF113A	248.00	215.02	238.66	264.57	262.16	272.71	235.13
ZNF184	46.65	44.31	38.88	38.55	37.72	39.45	37.85
ZNF185	63.91	42.75	120.73	57.81	60.10	49.62	45.65
CACNA1A	84.26	94.27	73.69	70.10	49.89	49.37	57.41
ZSCAN26	131.53	151.22	98.42	101.93	198.98	223.62	245.54
ZNF189	335.55	341.47	350.14	467.04	510.94	456.13	509.24
ZKSCAN8	18.59	19.31	23.31	20.75	18.88	19.72	18.61
ZSCAN9	67.36	63.69	70.80	54.12	101.51	107.06	134.37
ZNF195	102.75	177.53	174.80	133.04	73.92	120.19	67.60
CACNA1B	65.74	46.00	41.30	36.53	48.31	37.63	49.69
ZMYM2	73.90	73.36	108.51	117.78	128.82	134.86	105.95
ZNF200	52.60	48.09	49.45	36.62	72.31	78.68	74.16
ZNF202	56.96	64.29	55.38	82.37	77.26	88.12	103.41
ZNF204P	26.95	29.86	26.43	26.13	24.17	24.59	23.45
ZNF205	142.67	115.66	118.01	165.50	82.23	69.04	79.86
ZNF207	908.66	916.32	965.81	629.34	929.24	866.59	847.64
ZNF208	17.77	15.63	15.03	13.85	17.23	15.62	14.15
CACNA1C	25.43	26.68	25.06	23.42	30.80	28.46	29.45
ZNF213	181.03	227.92	190.49	217.84	225.00	188.60	273.61
ZNF214	20.39	22.63	26.98	20.96	23.53	22.05	23.29
ZNF215	77.44	69.18	72.28	69.75	52.82	44.35	52.99
ZFAND5	1441.64	1164.75	1240.41	1104.13	1724.31	1559.21	1468.27
ZNF217	390.45	242.51	433.59	246.56	578.43	595.56	518.25
ZNF223	24.50	29.20	31.14	27.37	42.32	31.26	31.92
ZNF224	50.25	53.27	46.61	56.30	115.74	78.17	81.43
ZNF225	14.69	13.75	15.01	15.38	16.79	18.57	16.38
ZNF226	62.12	61.16	37.45	48.28	86.05	74.88	71.85
CACNA1D	49.35	49.42	50.74	51.69	49.76	52.49	55.55
ZNF227	45.26	42.24	44.08	37.84	52.92	51.01	49.92
ZNF112	21.66	23.74	18.05	18.40	35.24	35.73	40.99
ZNF229	16.89	18.73	16.34	20.02	18.31	18.19	18.33
ZNF230	20.14	18.69	20.75	16.40	19.41	19.96	19.85
ZNF232	78.11	102.59	74.19	72.91	242.69	221.44	243.28
ZNF236	33.23	44.29	48.29	37.49	60.83	65.34	65.03
SLC30A1	51.19	71.91	68.59	85.82	116.77	132.06	120.79
CACNA1E	34.73	37.85	33.00	35.05	35.79	30.81	33.80
SLC30A2	78.90	93.00	78.32	57.93	75.03	77.81	79.40
SLC30A3	249.07	407.68	317.12	298.63	226.05	222.23	206.33
SLC30A4	19.35	19.49	16.38	18.71	20.93	18.62	22.39
ZP2	26.15	32.89	23.80	28.66	35.29	25.12	37.82
MAP3K12	93.05	82.74	92.66	115.41	98.91	98.64	86.29
ZXDA	18.16	23.07	16.56	18.94	20.41	19.83	25.07
CACNA1F	98.44	88.41	73.19	59.56	84.45	106.40	88.59
ZYX	419.43	381.33	275.19	421.12	273.99	262.43	258.10
LUZP1	212.67	212.19	159.40	161.55	211.32	264.72	237.65
PRDM2	144.06	143.99	163.56	139.48	148.69	130.86	139.61
CACNA1S	52.82	55.84	56.20	53.43	40.43	75.07	75.50
DNALI1	82.66	137.60	62.65	108.46	97.88	112.24	91.63
PTP4A1	1732.33	1379.95	1312.13	2214.55	1142.12	1138.72	1133.60
LRP8	45.01	44.42	48.78	37.06	32.61	33.36	39.84
LAPTM5	541.04	237.85	794.72	607.36	274.89	228.22	255.57
TVP23A	19.09	16.84	20.34	22.05	26.88	26.33	25.86
BSND	45.65	51.49	49.28	41.14	40.04	41.29	43.23
DDR1	293.48	371.62	304.69	261.52	156.97	135.60	138.06
CSDE1	1282.20	1452.68	1108.20	1136.20	1061.29	1084.64	971.99
EVI5	80.47	186.87	85.82	75.89	231.42	184.96	170.79
DAP3	1232.44	1053.96	1285.49	1246.53	1011.30	1103.37	1086.97
CACNA2D1	68.40	62.49	54.33	51.65	66.06	58.11	48.42
NPHS2	104.10	146.43	73.87	68.40	105.38	83.60	77.21
CACNB1	54.93	60.67	65.21	59.55	54.59	53.70	47.17
BTG2	171.77	143.22	216.84	147.72	106.10	109.65	87.54
PXDN	492.34	315.76	387.86	339.13	318.49	306.43	309.31
CACNB2	32.74	46.45	36.60	36.16	45.43	52.78	59.90
ALMS1	49.34	45.89	48.48	48.42	82.80	80.24	82.25
MOGS	444.86	452.98	408.62	459.43	209.76	165.50	279.42
RNF103	877.10	1178.31	1244.46	967.09	1616.32	1451.27	1410.70
TUBA1A	555.75	590.42	273.24	584.15	527.12	552.30	545.68
PAX8	73.83	78.58	64.21	70.06	53.00	52.23	54.75
CACNB3	100.45	116.99	126.90	68.86	103.08	66.65	118.34
IL1R2	39.20	59.40	47.89	84.75	53.08	48.42	61.04
MALL	77.71	77.84	81.52	78.95	103.84	88.63	92.23
CXCR4	269.10	59.52	376.00	271.44	56.43	56.52	54.03
FZD5	459.75	383.00	356.44	358.17	454.24	511.89	470.48
SCG2	23.57	24.77	25.71	23.03	27.41	24.39	30.77
CACNB4	48.54	43.16	41.47	39.84	35.99	42.73	40.60
BRPF1	197.14	154.33	103.19	138.61	218.67	206.64	218.85
IFRD2	816.38	820.86	1093.93	900.07	932.07	898.52	992.90
MAPKAPK3	164.73	174.89	242.12	195.56	139.04	137.40	125.55
SEMA3B	107.03	125.52	87.04	115.68	80.55	100.68	81.30
CACNG1	86.75	101.37	80.53	82.12	71.28	74.83	67.39
SLMAP	118.95	118.15	112.90	79.36	366.48	328.83	314.67
MANF	1868.68	848.58	1448.56	1206.24	1501.72	1639.23	1696.68
USP7	462.34	442.31	422.79	402.46	515.17	489.34	484.58
RAB7A	761.55	869.05	854.83	1040.38	789.28	693.47	652.48
KCNAB1	29.87	32.54	32.56	30.89	55.92	46.59	40.09
SLBP	158.20	366.71	259.70	290.64	353.75	336.04	366.94
SLC25A20	1551.23	1006.69	1436.16	1361.33	1538.49	1734.37	1706.47
DUSP26	67.01	77.96	68.43	82.76	94.88	97.48	75.84
CRELD1	236.24	121.93	215.40	140.08	222.00	264.20	253.35
MRPL57	747.38	904.33	809.73	881.25	535.86	466.39	508.67
COLEC11	1414.72	1209.09	887.99	996.83	1599.16	1549.62	1690.93
OTUB2	33.48	40.75	46.01	45.75	31.51	39.24	36.00
PCYOX1L	215.61	151.11	141.96	244.43	74.74	58.87	67.36
YIPF2	163.93	134.69	133.44	180.98	142.47	108.44	131.08
PRR14	413.43	357.75	341.96	395.71	331.05	311.89	351.41
C17orf53	81.78	80.00	73.22	95.70	61.50	70.27	65.74
C7orf49	116.09	138.68	187.20	177.80	266.43	209.28	222.58
GDAP1L1	59.49	49.57	56.71	57.60	47.75	39.62	67.74
LRFN4	118.68	114.95	85.35	95.40	103.15	118.70	74.96
AUNIP	53.78	75.50	49.51	46.09	46.45	50.27	64.62
VKORC1	3990.35	3789.52	2853.86	4058.41	1808.78	1775.98	1698.68
C19orf43	1696.68	1259.99	1109.74	1529.13	1212.86	1129.45	1185.68
MIS12	211.91	184.93	206.76	179.25	501.43	493.22	409.95
CUEDC2	653.07	537.31	442.92	620.42	453.29	449.73	589.93
SCNM1	569.60	645.83	561.02	526.54	461.86	484.58	478.24
METRN	470.48	331.62	400.65	440.38	151.48	145.41	178.54
DBNDD1	57.43	54.07	60.00	100.38	58.17	54.33	48.19
DDX50	274.66	220.86	214.14	334.67	253.62	273.46	224.43
CAMKV	91.96	139.48	105.32	107.08	112.45	82.48	87.87
DDA1	59.02	48.60	120.76	107.66	68.85	62.98	66.81
GGCT	561.91	653.93	858.75	758.08	736.99	725.79	691.51
GID4	56.83	84.26	67.85	66.07	67.44	61.16	74.19
CENPM	34.88	58.86	41.59	28.72	22.35	24.77	33.41
C7orf25	37.33	40.05	51.85	41.84	56.13	61.72	57.46
TMEM106C	524.32	608.41	477.22	411.97	328.33	305.11	330.87
NUP37	76.77	57.35	112.24	60.15	117.43	99.88	122.79
C20orf195	38.92	34.14	31.91	40.63	46.92	36.16	35.56
AHNAK	242.63	386.28	161.04	211.86	192.35	199.29	222.81
ZNF655	121.38	99.48	140.12	125.52	133.32	142.19	106.23
SPATA5L1	69.96	90.78	86.41	124.46	130.27	105.40	98.53
ERI3	145.55	138.38	114.22	170.76	73.37	96.66	73.44
C7orf26	392.08	326.63	366.84	297.72	328.63	322.85	337.63
NABP2	92.29	88.53	138.31	203.64	97.36	102.91	104.60
KXD1	448.20	357.30	401.68	400.40	441.88	482.50	539.99
PVRIG	182.65	85.35	88.84	107.21	66.02	90.02	107.83
ZFYVE21	292.10	551.00	451.88	669.20	452.04	510.02	513.24
DDX54	178.14	149.77	155.75	162.74	113.17	115.62	136.18
ST8SIA4	18.52	16.05	16.74	15.37	17.77	17.91	17.04
TSEN34	474.51	453.29	358.17	322.85	356.12	320.53	353.63
KCTD15	98.42	98.18	109.06	94.09	79.91	84.20	96.83
SECISBP2	577.75	523.52	443.35	495.42	482.00	463.94	445.01
NOC4L	147.43	143.01	103.17	131.33	94.55	93.16	69.83
ALG8	517.46	631.53	625.56	720.12	371.73	379.41	388.97
TRPM8	583.18	524.54	332.31	168.78	1209.09	1059.16	1010.67
PRRG4	158.28	383.37	359.59	278.51	737.35	653.93	357.52
PRRG3	53.99	59.93	51.41	60.76	69.09	48.25	63.65
ASPSCR1	251.86	169.37	151.59	150.57	122.36	127.69	121.13
REEP5	1350.52	1282.20	1475.31	1400.28	1991.72	2084.09	2016.73
TMEM223	754.20	818.59	821.72	998.14	668.88	645.29	750.03
ATG9A	558.80	748.88	599.29	464.10	710.75	590.67	696.70
METTL16	51.73	47.26	48.05	41.44	89.54	93.46	100.40
FTO	472.67	328.15	352.04	352.68	533.82	524.54	564.41
KDELC1	78.48	53.87	91.88	135.66	81.55	96.72	80.90
ELOVL6	574.00	1068.74	3390.07	753.05	980.11	745.11	894.23
FASTKD3	134.37	208.12	258.73	216.06	315.48	350.65	377.18
TMEM109	476.19	518.25	459.43	556.41	402.71	376.13	421.53
C2orf49	96.92	90.94	140.15	98.42	100.43	104.19	91.61
DSCC1	67.47	31.70	28.97	48.65	34.16	34.32	30.20
DCTPP1	448.82	546.96	553.79	602.08	303.57	361.69	374.16
C1orf50	188.80	225.69	131.49	198.34	214.85	219.29	223.85
CCDC86	189.78	175.62	161.67	192.55	129.87	123.85	134.44
LBHD1	147.40	112.17	130.93	193.13	191.16	111.80	145.62
MLPH	928.14	670.74	745.88	995.52	1238.43	1386.18	1333.96
WDR77	294.31	269.53	332.80	276.53	228.03	270.28	291.37
SMIM7	448.05	476.19	475.50	481.64	397.61	442.31	421.24
ALG12	309.50	217.67	237.16	233.42	198.43	202.91	187.20
ZNF426	21.84	24.56	23.05	24.95	34.80	33.60	38.37
TMUB2	173.63	171.72	148.22	180.09	232.82	190.53	221.38
TRAPPC6A	430.42	518.43	250.26	389.10	273.01	244.04	245.86
METTL22	152.88	203.18	157.97	168.29	237.72	224.02	253.21
CARD14	49.59	54.64	52.87	43.85	46.28	40.95	47.16
CHAC1	134.24	95.04	113.93	116.82	106.03	89.70	117.24
UQCC3	109.39	86.33	68.90	137.95	56.60	54.34	61.45
C9orf16	446.53	280.74	276.92	338.15	166.73	185.43	186.82
C11orf49	183.42	141.78	141.99	156.51	162.61	74.50	141.89
TRIM48	19.15	16.54	42.04	19.76	27.85	46.36	61.22
C1orf116	33.57	28.84	28.07	39.38	35.37	37.81	33.47
CAD	271.37	261.80	179.87	271.24	310.83	310.66	230.22
TAF1D	1086.14	1303.16	1037.50	960.94	1237.40	1231.41	1298.65
RNF26	179.87	209.08	217.44	195.81	109.08	114.22	117.18
MAPKAP1	144.02	100.50	147.40	128.73	140.12	160.33	153.84
LOC791120	87.17	94.50	82.71	74.34	94.36	95.47	101.00
DHX58	303.40	282.77	296.79	204.72	356.44	392.70	407.43
NDUFAF5	95.14	95.36	271.31	221.38	99.48	139.02	125.34
TMEM185B	23.40	22.76	20.34	36.48	23.81	27.12	25.57
APOO	378.02	276.61	559.70	555.10	260.82	155.27	255.91
LY6G6E	26.07	37.79	32.09	27.85	22.85	24.49	31.83
FAM134A	687.06	690.21	556.41	590.91	717.38	731.90	803.25
DERL1	432.87	381.91	530.17	526.32	549.70	462.18	498.48
DEK	1125.23	1434.77	1485.57	831.75	1391.28	1212.86	1180.11
CCDC28B	141.41	120.50	110.80	122.48	45.52	46.78	51.50
PHF23	219.41	146.26	153.69	319.79	192.44	191.59	194.05
MBOAT7	623.91	434.04	474.51	449.41	323.14	227.62	341.87
PPDPF	485.66	377.88	625.25	539.58	306.34	282.69	343.70
CHCHD7	198.93	304.27	209.02	219.75	283.93	266.35	209.56
FKRP	87.96	76.18	82.95	93.96	106.13	114.79	124.60
MMP28	49.69	49.92	57.04	61.39	51.02	53.04	51.49
ZSCAN5A	85.76	72.94	126.66	107.51	91.53	78.21	92.97
FA2H	44.89	50.01	41.55	49.26	47.52	34.38	41.61
GDPD3	104.94	98.20	68.53	108.51	102.87	100.84	74.88
DHRS11	96.03	61.92	104.44	133.76	142.80	153.32	154.03
TNIP2	394.45	254.96	250.00	368.29	381.67	382.15	392.95
PLEKHF1	412.23	279.34	241.74	321.84	375.79	407.57	416.57
MFSD11	163.65	137.40	172.06	145.03	134.06	158.23	123.93
GNPTAB	107.98	68.67	95.47	83.63	134.89	116.96	109.04
NOL12	189.49	196.11	183.51	105.38	161.08	177.66	162.69
ALDH5A1	671.67	1089.24	842.89	643.86	671.06	770.95	689.88
LOC79160	65.88	54.02	57.34	60.18	44.90	43.82	47.76
TMEM243	63.46	62.07	58.43	74.82	74.47	62.92	59.05
LENG1	101.77	98.53	68.45	131.18	54.53	53.13	60.03
LILRP2	23.26	18.50	23.66	23.75	23.94	21.67	25.12
C1orf35	132.94	127.78	185.19	234.22	161.79	151.15	160.61
PRRC2A	557.95	610.73	492.68	429.85	258.03	243.98	251.79
PRR15L	106.45	107.60	107.33	133.73	75.19	81.61	116.61
RBM42	198.39	258.17	302.54	335.04	113.61	139.18	165.91
CENPO	116.28	86.64	100.70	100.61	49.12	55.73	69.57
C19orf57	199.48	314.23	269.17	217.40	202.31	220.92	223.39
CRELD2	1583.83	900.07	1357.75	1161.20	1761.27	1740.40	1819.97
ZNF343	100.08	101.72	89.64	76.55	86.14	100.70	76.57
FBXL15	106.05	91.37	95.79	142.09	80.85	116.80	128.94
ZNF576	162.14	176.14	150.46	190.11	147.26	164.21	162.14
THTPA	185.10	238.41	124.81	194.97	230.66	222.58	182.47
